Area SRv6:
IS-IS Level-1 link-state database:
LSP ID                  PduLen  SeqNumber   Chksum  Holdtime  ATT/P/OL
r9n3.00-00                197   0x00000011  0x5a1e    1193    0/0/0
r9n4.00-00                197   0x00000011  0xcca4    1037    0/0/0
r9n5.00-00                197   0x00000011  0x6cee    1101    0/0/0
r9n6.00-00                197   0x00000010  0xb893     351    0/0/0
r9n7.00-00                197   0x00000010  0x7dbe    1142    0/0/0
r9n8.00-00                197   0x00000010  0x52d6    1146    0/0/0
r9n9.00-00                197   0x0000000f  0xef3e     329    0/0/0
r10n0.00-00               198   0x00000010  0xaaa2    1132    0/0/0
r10n1.00-00               198   0x00000011  0x6bde    1106    0/0/0
r10n2.00-00               198   0x00000011  0xa88e    1169    0/0/0
r10n3.00-00               198   0x00000010  0xf03d     349    0/0/0
r10n4.00-00               198   0x00000011  0x0812    1133    0/0/0
r10n5.00-00               198   0x00000010  0x23e4     314    0/0/0
r10n6.00-00               198   0x00000010  0x6994     324    0/0/0
r10n7.00-00               198   0x00000010  0xb92b    1094    0/0/0
r10n8.00-00               198   0x00000011  0x359e    1133    0/0/0
r10n9.00-00               198   0x00000010  0x5f85     371    0/0/0
r11n0.00-00               198   0x00000010  0x77ac     321    0/0/0
r11n1.00-00               198   0x00000011  0xf726    1062    0/0/0
r11n2.00-00               198   0x0000000f  0x42d3     309    0/0/0
r11n3.00-00               198   0x00000010  0xf40a     370    0/0/0
r11n4.00-00               198   0x00000010  0x3bb9    1108    0/0/0
r11n5.00-00               198   0x00000011  0x528e    1098    0/0/0
r11n6.00-00               198   0x0000000f  0xd3fe     339    0/0/0
r11n7.00-00               198   0x00000011  0x4d73    1102    0/0/0
r11n8.00-00               198   0x0000000f  0x9c13     362    0/0/0
r11n9.00-00               198   0x00000011  0xc5f1    1170    0/0/0
r12n0.00-00               198   0x00000011  0x92c1    1134    0/0/0
r12n1.00-00               198   0x00000011  0x4216    1104    0/0/0
r12n2.00-00               198   0x00000011  0x9bac    1075    0/0/0
r12n3.00-00               198   0x00000011  0x6fc8    1118    0/0/0
r12n4.00-00               198   0x00000011  0xba6d    1164    0/0/0
r12n5.00-00               198   0x00000011  0x6aad    1146    0/0/0
r12n6.00-00               198   0x00000010  0xb751     356    0/0/0
r12n7.00-00               198   0x00000011  0xce26    1137    0/0/0
r12n8.00-00               198   0x00000011  0x47a3    1150    0/0/0
r12n9.00-00               198   0x00000011  0x47a4    1153    0/0/0
r13n0.00-00               198   0x00000011  0x5fcb    1068    0/0/0
r13n1.00-00               198   0x0000000f  0x131e     348    0/0/0
r13n2.00-00               198   0x00000011  0x8c92    1164    0/0/0
r13n3.00-00               198   0x00000011  0xd734    1159    0/0/0
r13n4.00-00               198   0x00000010  0x20e2    1155    0/0/0
r13n5.00-00               198   0x00000010  0x07e8    1130    0/0/0
r13n6.00-00               198   0x00000011  0x1ebd    1087    0/0/0
r13n7.00-00               198   0x00000011  0x9b30    1139    0/0/0
r13n8.00-00               198   0x00000011  0x784c    1135    0/0/0
r13n9.00-00               198   0x00000010  0x16ad    1097    0/0/0
r14n0.00-00               187   0x00000011  0x9b7d    1136    1/0/0
r14n1.00-00               173   0x00000010  0x7fa4     397    0/0/0
r14n2.00-00               173   0x00000011  0x63a8    1156    0/0/0
r14n3.00-00               173   0x00000011  0x768d    1178    0/0/0
r14n4.00-00               173   0x00000010  0x3db6     390    0/0/0
r14n5.00-00               173   0x00000011  0xffe1    1075    0/0/0
r14n6.00-00               173   0x00000010  0x4793     320    0/0/0
r14n7.00-00               173   0x0000000f  0x7864     350    0/0/0
r14n8.00-00               173   0x00000010  0x7d41     306    0/0/0
r14n9.00-00               173   0x00000011  0x8f2e    1111    0/0/0
    150 LSPs

